timestamp;start_timestamp;end_timeout_bigvolume;end_timeout_mean_reversion;big_volume;total_volume;total_bid;total_ask;bid_ask_ratio;num_levels_moved;close;mean_level_up;mean_level_down;open;high;low;price_change;price_change_pct;num_price_levels;price_range;poc_price;poc_volume;profile_bid_volume;profile_ask_volume;profile_total_volume;profile_bid_ask_ratio;tick_count;sma
2025-11-04 03:58:27.021;2025-11-04 03:58:27.021;2025-11-04 04:08:27.021;2025-11-04 04:01:27.021;True;209;195;14;13,928571428571429;5;25944,0;25954,0;25934,0;25943,25;25945,25;25943,25;1,25;0,0048183018377003;9;2,0;25943,75;159,0;195,0;14,0;209,0;13,928571428571429;36;25950,1525
2025-11-04 06:21:30.021;2025-11-04 06:21:30.021;2025-11-04 06:31:30.021;2025-11-04 06:24:30.021;True;237;56;181;0,3093922651933701;-32;25887,75;25897,75;25877,75;25895,0;25895,0;25886,0;-8,0;-0,0308931002191479;36;9,0;25888,75;24,0;56,0;181,0;237,0;0,3093922651933701;212;25901,965
2025-11-04 06:29:59.021;2025-11-04 06:29:59.021;2025-11-04 06:39:59.021;2025-11-04 06:32:59.021;True;208;13;195;0,0666666666666666;-33;25871,75;25881,75;25861,75;25879,25;25879,25;25870,25;-8,25;-0,0318778979907264;37;9,0;25871,5;27,0;13,0;195,0;208,0;0,0666666666666666;191;25883,2575
2025-11-04 07:08:49.021;2025-11-04 07:08:49.021;2025-11-04 07:18:49.021;2025-11-04 07:11:49.021;True;259;92;167;0,5508982035928144;-39;25772,0;25782,0;25762,0;25783,0;25783,0;25767,25;-9,75;-0,0378174483888797;57;15,75;25780,0;25,0;92,0;176,0;268,0;0,5227272727272727;214;25804,0
2025-11-04 07:12:06.021;2025-11-04 07:12:06.021;2025-11-04 07:22:06.021;2025-11-04 07:15:06.021;True;226;218;8;27,25;1;25764,25;25774,25;25754,25;25764,5;25764,5;25762,75;0,25;0,0009703462195311;8;1,75;25763,0;186,0;218,0;8,0;226,0;27,25;48;25774,01375
2025-11-04 07:40:15.021;2025-11-04 07:40:15.021;2025-11-04 07:50:15.021;2025-11-04 07:43:15.021;True;202;28;174;0,160919540229885;10;25755,75;25765,75;25745,75;25752,25;25758,0;25752,0;2,5;0,0097075126440352;22;6,0;25755,75;101,0;28,0;174,0;202,0;0,160919540229885;96;25761,38875
2025-11-04 14:20:20.021;2025-11-04 14:20:20.021;2025-11-04 14:30:20.021;2025-11-04 14:23:20.021;True;340;328;12;27,33333333333333;56;25747,5;25757,5;25737,5;25733,0;25748,5;25733,0;14,0;0,0544037927215497;63;15,5;25744,5;24,0;328,0;12,0;340,0;27,33333333333333;301;25733,9925
2025-11-04 15:25:01.021;2025-11-04 15:25:01.021;2025-11-04 15:35:01.021;2025-11-04 15:28:01.021;True;365;275;90;3,055555555555556;-17;25735,75;25745,75;25725,75;25739,25;25739,25;25732,75;-4,25;-0,0165112665112665;33;8,25;25734,25;47,0;275,0;119,0;394,0;2,310924369747899;353;25738,6725
2025-11-04 15:27:41.021;2025-11-04 15:27:41.021;2025-11-04 15:37:41.021;2025-11-04 15:30:41.021;True;250;180;70;2,571428571428572;-21;25737,25;25747,25;25727,25;25742,25;25742,25;25733,5;-5,25;-0,0203942895989123;33;8,75;25735,25;26,0;180,0;70,0;250,0;2,571428571428572;243;25742,9375
2025-11-04 15:28:01.021;2025-11-04 15:28:01.021;2025-11-04 15:38:01.021;2025-11-04 15:31:01.021;True;298;209;89;2,348314606741573;29;25742,5;25752,5;25732,5;25735,5;25743,75;25734,0;7,25;0,0281714768653889;39;9,75;25742,25;24,0;209,0;89,0;298,0;2,348314606741573;288;25741,57
