trade_id;entry_time;entry_time_2;exit_time;direction;entry_price;entry_price_2;avg_entry_price;exit_price;entry_sma;exit_sma;event_close;event_sma;tp_price;sl_price;exit_reason;pnl;pnl_usd;filter_passed;event_timestamp;has_grid_entry
33;2025-10-22 16:32:25.021;;2025-10-22 16:32:30.021;BUY;25090,75;;25090,75;25095,75;25116,05875;25115,02;25100,75;25132,41625;25095,75;25081,75;profit;5,0;100,0;True;2025-10-22 16:31:08.021;False
34;2025-10-22 16:33:19.021;;2025-10-22 16:33:38.021;SELL;25125,25;;25125,25;25120,25;25110,26;25109,9975;25115,25;25110,47375;25120,25;25134,25;profit;5,0;100,0;True;2025-10-22 16:33:10.021;False
35;2025-10-22 16:35:16.021;;2025-10-22 16:35:21.021;BUY;25105,25;;25105,25;25096,25;25111,02375;25110,97125;25115,25;25110,47375;25110,25;25096,25;stop;-9,0;-180,0;True;2025-10-22 16:33:10.021;False
36;2025-10-22 16:45:30.021;;2025-10-22 16:45:35.021;SELL;25090,75;;25090,75;25085,75;25080,90625;25080,7075;25080,75;25081,59875;25085,75;25099,75;profit;5,0;100,0;True;2025-10-22 16:45:20.021;False
37;2025-10-22 16:46:05.021;;2025-10-22 16:46:08.021;BUY;25070,75;;25070,75;25061,75;25079,77125;25079,44875;25080,75;25081,59875;25075,75;25061,75;stop;-9,0;-180,0;True;2025-10-22 16:45:20.021;False
38;2025-10-22 16:45:54.021;;2025-10-22 16:46:05.021;BUY;25079,25;;25079,25;25070,25;25080,61375;25079,77125;25089,25;25080,90625;25084,25;25070,25;stop;-9,0;-180,0;True;2025-10-22 16:45:30.021;False
39;2025-10-22 16:47:38.021;;2025-10-22 16:47:44.021;SELL;25073,75;;25073,75;25068,75;25070,18875;25070,0325;25063,75;25079,565;25068,75;25082,75;profit;5,0;100,0;True;2025-10-22 16:46:07.021;False
40;2025-10-22 16:46:15.021;;2025-10-22 16:46:24.021;BUY;25053,75;;25053,75;25058,75;25078,62625;25077,37375;25063,75;25079,565;25058,75;25044,75;profit;5,0;100,0;True;2025-10-22 16:46:07.021;False
41;2025-10-22 16:51:14.021;;2025-10-22 16:51:17.021;SELL;25128,25;;25128,25;25123,25;25099,69125;25100,51875;25118,25;25079,44625;25123,25;25137,25;profit;5,0;100,0;True;2025-10-22 16:50:05.021;False
42;2025-10-22 16:52:19.021;;2025-10-22 16:52:20.021;BUY;25126,0;;25126,0;25131,0;25116,425;25116,62;25136,0;25110,07;25131,0;25117,0;profit;5,0;100,0;True;2025-10-22 16:51:53.021;False
43;2025-10-22 16:53:25.021;;2025-10-22 16:53:53.021;BUY;25123,0;;25123,0;25128,0;25125,955;25126,3975;25133,0;25110,36;25128,0;25114,0;profit;5,0;100,0;True;2025-10-22 16:51:54.021;False
44;2025-10-22 16:57:11.021;;2025-10-22 16:57:27.021;SELL;25158,75;;25158,75;25153,75;25133,50875;25135,8625;25148,75;25127,51125;25153,75;25167,75;profit;5,0;100,0;True;2025-10-22 16:56:21.021;False
45;2025-10-22 16:59:29.021;;2025-10-22 17:00:28.021;SELL;25171,0;;25171,0;25166,0;25155,7725;25163,16125;25161,0;25133,50875;25166,0;25180,0;profit;5,0;100,0;True;2025-10-22 16:57:11.021;False
46;2025-10-22 16:57:37.021;;2025-10-22 16:58:05.021;BUY;25151,0;;25151,0;25156,0;25136,925;25139,64;25161,0;25133,50875;25156,0;25142,0;profit;5,0;100,0;True;2025-10-22 16:57:11.021;False
47;2025-10-22 17:01:02.021;;2025-10-22 17:01:31.021;SELL;25178,0;;25178,0;25187,0;25165,7125;25169,71625;25168,0;25142,86;25173,0;25187,0;stop;-9,0;-180,0;True;2025-10-22 16:58:27.021;False
48;2025-10-22 17:01:02.021;;2025-10-22 17:01:13.021;SELL;25179,5;;25179,5;25174,5;25165,7125;25167,335;25169,5;25155,34875;25174,5;25188,5;profit;5,0;100,0;True;2025-10-22 16:59:27.021;False
49;2025-10-22 17:04:48.021;;2025-10-22 17:05:28.021;SELL;25182,5;;25182,5;25177,5;25179,48875;25178,40625;25172,5;25177,6875;25177,5;25191,5;profit;5,0;100,0;True;2025-10-22 17:02:47.021;False
50;2025-10-22 17:13:43.021;;2025-10-22 17:13:48.021;SELL;25138,75;;25138,75;25147,75;25140,92625;25140,7;25128,75;25151,0625;25133,75;25147,75;stop;-9,0;-180,0;True;2025-10-22 17:12:30.021;False
51;2025-10-22 17:23:06.021;;2025-10-22 17:23:07.021;SELL;25052,5;;25052,5;25047,5;25092,44875;25092,0275;25042,5;25092,44875;25047,5;25061,5;profit;5,0;100,0;True;2025-10-22 17:23:06.021;False
52;2025-10-22 17:23:20.021;;2025-10-22 17:23:29.021;BUY;25032,5;;25032,5;25037,5;25086,66;25082,76125;25042,5;25092,44875;25037,5;25023,5;profit;5,0;100,0;True;2025-10-22 17:23:06.021;False
53;2025-10-22 17:24:46.021;;2025-10-22 17:24:58.021;SELL;25050,75;;25050,75;25059,75;25055,31125;25053,05875;25040,75;25092,0275;25045,75;25059,75;stop;-9,0;-180,0;True;2025-10-22 17:23:07.021;False
54;2025-10-22 17:23:20.021;;2025-10-22 17:23:23.021;BUY;25030,75;;25030,75;25035,75;25086,66;25085,38125;25040,75;25092,0275;25035,75;25021,75;profit;5,0;100,0;True;2025-10-22 17:23:07.021;False
55;2025-10-22 17:24:51.021;;2025-10-22 17:25:11.021;SELL;25057,25;;25057,25;25066,25;25054,24625;25051,43;25047,25;25091,23875;25052,25;25066,25;stop;-9,0;-180,0;True;2025-10-22 17:23:09.021;False
56;2025-10-22 17:23:19.021;;2025-10-22 17:23:57.021;BUY;25037,25;;25037,25;25042,25;25087,10875;25072,0;25047,25;25091,23875;25042,25;25028,25;profit;5,0;100,0;True;2025-10-22 17:23:09.021;False
57;2025-10-22 17:38:18.021;;2025-10-22 17:38:30.021;SELL;25041,0;;25041,0;25036,0;25025,0925;25025,4825;25031,0;25031,43375;25036,0;25050,0;profit;5,0;100,0;True;2025-10-22 17:37:11.021;False
58;2025-10-22 17:37:23.021;;2025-10-22 17:37:57.021;BUY;25021,0;;25021,0;25026,0;25030,02;25025,4375;25031,0;25031,43375;25026,0;25012,0;profit;5,0;100,0;True;2025-10-22 17:37:11.021;False
59;2025-10-22 17:44:19.021;;2025-10-22 17:44:35.021;SELL;25070,75;;25070,75;25065,75;25058,42625;25059,70875;25060,75;25042,39875;25065,75;25079,75;profit;5,0;100,0;True;2025-10-22 17:41:26.021;False
60;2025-10-22 17:42:09.021;;2025-10-22 17:42:20.021;BUY;25050,75;;25050,75;25055,75;25047,12;25048,02125;25060,75;25042,39875;25055,75;25041,75;profit;5,0;100,0;True;2025-10-22 17:41:26.021;False
61;2025-10-22 17:46:57.021;;2025-10-22 17:47:05.021;SELL;25097,25;;25097,25;25092,25;25075,6425;25077,115;25087,25;25062,7275;25092,25;25106,25;profit;5,0;100,0;True;2025-10-22 17:45:37.021;False
62;2025-10-22 17:47:59.021;;2025-10-22 17:48:01.021;BUY;25093,25;;25093,25;25098,25;25085,095;25085,40875;25103,25;25081,6525;25098,25;25084,25;profit;5,0;100,0;True;2025-10-22 17:47:35.021;False
63;2025-10-22 17:51:05.021;;2025-10-22 17:51:12.021;SELL;25119,75;;25119,75;25114,75;25101,945;25102,67625;25109,75;25098,1975;25114,75;25128,75;profit;5,0;100,0;True;2025-10-22 17:50:17.021;False
64;2025-10-22 17:53:23.021;;2025-10-22 17:54:16.021;BUY;25111,0;;25111,0;25116,0;25115,85375;25116,2725;25121,0;25101,945;25116,0;25102,0;profit;5,0;100,0;True;2025-10-22 17:51:05.021;False
65;2025-10-22 18:01:33.021;;2025-10-22 18:01:56.021;BUY;25083,75;;25083,75;25088,75;25100,4125;25097,66625;25093,75;25103,82125;25088,75;25074,75;profit;5,0;100,0;True;2025-10-22 18:00:46.021;False
66;2025-10-22 18:24:06.021;;2025-10-22 18:24:07.021;SELL;25018,5;;25018,5;25013,5;25033,28375;25033,11;25008,5;25033,28375;25013,5;25027,5;profit;5,0;100,0;True;2025-10-22 18:24:06.021;False
67;2025-10-22 18:30:35.021;;2025-10-22 18:30:36.021;SELL;25043,0;;25043,0;25038,0;25033,34875;25033,32125;25033,0;25033,34875;25038,0;25052,0;profit;5,0;100,0;True;2025-10-22 18:30:35.021;False
68;2025-10-22 18:30:37.021;;2025-10-22 18:30:38.021;BUY;25023,0;;25023,0;25014,0;25033,2275;25033,01875;25033,0;25033,34875;25028,0;25014,0;stop;-9,0;-180,0;True;2025-10-22 18:30:35.021;False
69;2025-10-22 18:30:36.021;;2025-10-22 18:30:37.021;BUY;25027,25;;25027,25;25032,25;25033,32125;25033,2275;25037,25;25033,32125;25032,25;25018,25;profit;5,0;100,0;True;2025-10-22 18:30:36.021;False
70;2025-10-22 18:30:37.021;;2025-10-22 18:30:38.021;SELL;25028,0;;25028,0;25023,0;25033,2275;25033,01875;25018,0;25033,2275;25023,0;25037,0;profit;5,0;100,0;True;2025-10-22 18:30:37.021;False
71;2025-10-22 18:30:38.021;;2025-10-22 18:30:39.021;BUY;25008,0;;25008,0;24999,0;25033,01875;25032,70125;25018,0;25033,2275;25013,0;24999,0;stop;-9,0;-180,0;True;2025-10-22 18:30:37.021;False
72;2025-10-22 18:30:38.021;;2025-10-22 18:30:39.021;SELL;25009,5;;25009,5;25004,5;25033,01875;25032,70125;24999,5;25033,01875;25004,5;25018,5;profit;5,0;100,0;True;2025-10-22 18:30:38.021;False
73;2025-10-22 18:30:39.021;;2025-10-22 18:30:40.021;BUY;24989,5;;24989,5;24980,5;25032,70125;25032,3075;24999,5;25033,01875;24994,5;24980,5;stop;-9,0;-180,0;True;2025-10-22 18:30:38.021;False
74;2025-10-22 18:30:39.021;;2025-10-22 18:30:40.021;SELL;24987,75;;24987,75;24982,75;25032,70125;25032,3075;24977,75;25032,70125;24982,75;24996,75;profit;5,0;100,0;True;2025-10-22 18:30:39.021;False
75;2025-10-22 18:30:40.021;;2025-10-22 18:30:41.021;BUY;24967,75;;24967,75;24958,75;25032,3075;25031,84625;24977,75;25032,70125;24972,75;24958,75;stop;-9,0;-180,0;True;2025-10-22 18:30:39.021;False
76;2025-10-22 18:30:40.021;;2025-10-22 18:30:41.021;SELL;24974,75;;24974,75;24969,75;25032,3075;25031,84625;24964,75;25032,3075;24969,75;24983,75;profit;5,0;100,0;True;2025-10-22 18:30:40.021;False
77;2025-10-22 18:30:41.021;;2025-10-22 18:30:42.021;BUY;24954,75;;24954,75;24945,75;25031,84625;25031,36375;24964,75;25032,3075;24959,75;24945,75;stop;-9,0;-180,0;True;2025-10-22 18:30:40.021;False
78;2025-10-22 18:30:41.021;;2025-10-22 18:30:42.021;SELL;24960,75;;24960,75;24955,75;25031,84625;25031,36375;24950,75;25031,84625;24955,75;24969,75;profit;5,0;100,0;True;2025-10-22 18:30:41.021;False
79;2025-10-22 18:30:42.021;;2025-10-22 18:30:43.021;BUY;24940,75;;24940,75;24945,75;25031,36375;25030,82125;24950,75;25031,84625;24945,75;24931,75;profit;5,0;100,0;True;2025-10-22 18:30:41.021;False
80;2025-10-22 18:30:42.021;;2025-10-22 18:30:43.021;SELL;24955,5;;24955,5;24950,5;25031,36375;25030,82125;24945,5;25031,36375;24950,5;24964,5;profit;5,0;100,0;True;2025-10-22 18:30:42.021;False
81;2025-10-22 18:30:42.021;;2025-10-22 18:30:43.021;BUY;24935,5;;24935,5;24940,5;25031,36375;25030,82125;24945,5;25031,36375;24940,5;24926,5;profit;5,0;100,0;True;2025-10-22 18:30:42.021;False
82;2025-10-22 18:30:43.021;;2025-10-22 18:30:44.021;SELL;24944,5;;24944,5;24939,5;25030,82125;25030,28875;24934,5;25030,82125;24939,5;24953,5;profit;5,0;100,0;True;2025-10-22 18:30:43.021;False
83;2025-10-22 18:30:45.021;;2025-10-22 18:30:46.021;BUY;24924,5;;24924,5;24929,5;25029,75125;25029,20875;24934,5;25030,82125;24929,5;24915,5;profit;5,0;100,0;True;2025-10-22 18:30:43.021;False
84;2025-10-22 18:30:56.021;;2025-10-22 18:30:58.021;SELL;24944,75;;24944,75;24939,75;25023,8975;25022,9675;24934,75;25030,28875;24939,75;24953,75;profit;5,0;100,0;True;2025-10-22 18:30:44.021;False
85;2025-10-22 18:30:45.021;;2025-10-22 18:30:46.021;BUY;24924,75;;24924,75;24929,75;25029,75125;25029,20875;24934,75;25030,28875;24929,75;24915,75;profit;5,0;100,0;True;2025-10-22 18:30:44.021;False
86;2025-10-22 18:30:54.021;;2025-10-22 18:30:55.021;SELL;24939,75;;24939,75;24934,75;25024,8575;25024,34875;24929,75;25028,10875;24934,75;24948,75;profit;5,0;100,0;True;2025-10-22 18:30:48.021;False
87;2025-10-22 18:30:49.021;;2025-10-22 18:30:51.021;BUY;24919,75;;24919,75;24910,75;25027,52875;25026,38625;24929,75;25028,10875;24924,75;24910,75;stop;-9,0;-180,0;True;2025-10-22 18:30:48.021;False
88;2025-10-22 18:30:49.021;;2025-10-22 18:30:50.021;SELL;24926,0;;24926,0;24921,0;25027,52875;25026,945;24916,0;25027,52875;24921,0;24935,0;profit;5,0;100,0;True;2025-10-22 18:30:49.021;False
89;2025-10-22 18:32:04.021;;2025-10-22 18:32:05.021;BUY;24906,0;;24906,0;24911,0;24991,89125;24991,315;24916,0;25027,52875;24911,0;24897,0;profit;5,0;100,0;True;2025-10-22 18:30:49.021;False
90;2025-10-22 18:30:54.021;;2025-10-22 18:30:55.021;SELL;24940,75;;24940,75;24935,75;25024,8575;25024,34875;24930,75;25025,34875;24935,75;24949,75;profit;5,0;100,0;True;2025-10-22 18:30:53.021;False
91;2025-10-22 18:30:53.021;;2025-10-22 18:30:54.021;BUY;24920,75;;24920,75;24925,75;25025,34875;25024,8575;24930,75;25025,34875;24925,75;24911,75;profit;5,0;100,0;True;2025-10-22 18:30:53.021;False
92;2025-10-22 18:30:57.021;;2025-10-22 18:30:58.021;SELL;24948,0;;24948,0;24943,0;25023,4375;25022,9675;24938,0;25024,8575;24943,0;24957,0;profit;5,0;100,0;True;2025-10-22 18:30:54.021;False
93;2025-10-22 18:31:01.021;;2025-10-22 18:31:02.021;BUY;24928,0;;24928,0;24933,0;25021,51125;25020,9775;24938,0;25024,8575;24933,0;24919,0;profit;5,0;100,0;True;2025-10-22 18:30:54.021;False
94;2025-10-22 18:31:01.021;;2025-10-22 18:31:02.021;SELL;24934,25;;24934,25;24929,25;25021,51125;25020,9775;24924,25;25021,51125;24929,25;24943,25;profit;5,0;100,0;True;2025-10-22 18:31:01.021;False
95;2025-10-22 18:31:05.021;;2025-10-22 18:31:06.021;BUY;24914,25;;24914,25;24919,25;25019,305;25018,74;24924,25;25021,51125;24919,25;24905,25;profit;5,0;100,0;True;2025-10-22 18:31:01.021;False
96;2025-10-22 18:31:12.021;;2025-10-22 18:31:13.021;SELL;24934,5;;24934,5;24943,5;25015,56375;25015,115;24924,5;25020,9775;24929,5;24943,5;stop;-9,0;-180,0;True;2025-10-22 18:31:02.021;False
97;2025-10-22 18:31:05.021;;2025-10-22 18:31:06.021;BUY;24914,5;;24914,5;24919,5;25019,305;25018,74;24924,5;25020,9775;24919,5;24905,5;profit;5,0;100,0;True;2025-10-22 18:31:02.021;False
98;2025-10-22 18:31:15.021;;2025-10-22 18:31:17.021;SELL;24953,25;;24953,25;24962,25;25014,30375;25013,56875;24943,25;25015,115;24948,25;24962,25;stop;-9,0;-180,0;True;2025-10-22 18:31:13.021;False
99;2025-10-22 18:31:13.021;;2025-10-22 18:31:14.021;BUY;24933,25;;24933,25;24938,25;25015,115;25014,69;24943,25;25015,115;24938,25;24924,25;profit;5,0;100,0;True;2025-10-22 18:31:13.021;False
100;2025-10-22 18:31:16.021;;2025-10-22 18:31:18.021;SELL;24956,0;;24956,0;24965,0;25013,93;25013,24875;24946,0;25014,69;24951,0;24965,0;stop;-9,0;-180,0;True;2025-10-22 18:31:14.021;False
101;2025-10-22 18:31:43.021;;2025-10-22 18:31:44.021;BUY;24936,0;;24936,0;24927,0;25002,83875;25002,355;24946,0;25014,69;24941,0;24927,0;stop;-9,0;-180,0;True;2025-10-22 18:31:14.021;False
102;2025-10-22 18:31:23.021;;2025-10-22 18:31:25.021;BUY;24947,5;;24947,5;24938,5;25011,42375;25010,5325;24957,5;25013,56875;24952,5;24938,5;stop;-9,0;-180,0;True;2025-10-22 18:31:17.021;False
103;2025-10-22 18:33:03.021;;2025-10-22 18:33:07.021;SELL;24881,25;;24881,25;24890,25;24952,1975;24949,3525;24871,25;24953,7025;24876,25;24890,25;stop;-9,0;-180,0;True;2025-10-22 18:33:01.021;False
104;2025-10-22 18:33:03.021;;2025-10-22 18:33:07.021;SELL;24883,0;;24883,0;24892,0;24952,1975;24949,3525;24873,0;24952,925;24878,0;24892,0;stop;-9,0;-180,0;True;2025-10-22 18:33:02.021;False
105;2025-10-22 18:34:32.021;;2025-10-22 18:34:41.021;SELL;24976,5;;24976,5;24971,5;24926,19875;24927,08625;24966,5;24925,60375;24971,5;24985,5;profit;5,0;100,0;True;2025-10-22 18:34:29.021;False
106;2025-10-22 18:35:01.021;;2025-10-22 18:35:03.021;SELL;25002,75;;25002,75;24997,75;24930,90125;24931,5475;24992,75;24928,1325;24997,75;25011,75;profit;5,0;100,0;True;2025-10-22 18:34:49.021;False
107;2025-10-22 18:34:49.021;;2025-10-22 18:34:50.021;BUY;24982,75;;24982,75;24987,75;24928,1325;24928,34625;24992,75;24928,1325;24987,75;24973,75;profit;5,0;100,0;True;2025-10-22 18:34:49.021;False
108;2025-10-22 18:50:16.021;;2025-10-22 18:50:29.021;SELL;24966,25;;24966,25;24975,25;24983,8525;24981,8675;24956,25;24984,5975;24961,25;24975,25;stop;-9,0;-180,0;True;2025-10-22 18:50:11.021;False
109;2025-10-22 18:59:16.021;;2025-10-22 18:59:20.021;BUY;24992,0;;24992,0;24997,0;25014,98375;25014,6825;25002,0;25015,17375;24997,0;24983,0;profit;5,0;100,0;True;2025-10-22 18:59:13.021;False
110;2025-10-22 19:13:27.021;;2025-10-22 19:13:37.021;BUY;24949,25;;24949,25;24954,25;24973,02;24971,7225;24959,25;24976,14875;24954,25;24940,25;profit;5,0;100,0;True;2025-10-22 19:12:50.021;False
111;2025-10-22 19:15:04.021;;2025-10-22 19:15:05.021;BUY;24929,25;;24929,25;24934,25;24958,71;24958,48625;24939,25;24963,25125;24934,25;24920,25;profit;5,0;100,0;True;2025-10-22 19:14:45.021;False
112;2025-10-22 19:16:47.021;;2025-10-22 19:16:49.021;SELL;24927,25;;24927,25;24922,25;24936,25625;24935,99625;24917,25;24943,18375;24922,25;24936,25;profit;5,0;100,0;True;2025-10-22 19:16:09.021;False
113;2025-10-22 19:20:21.021;;2025-10-22 19:20:34.021;BUY;24910,5;;24910,5;24901,5;24926,0425;24924,91875;24920,5;24928,18;24915,5;24901,5;stop;-9,0;-180,0;True;2025-10-22 19:18:55.021;False
114;2025-10-22 19:39:03.021;;2025-10-22 19:39:12.021;BUY;24875,75;;24875,75;24866,75;24894,10375;24892,07625;24885,75;24912,105;24880,75;24866,75;stop;-9,0;-180,0;True;2025-10-22 19:37:24.021;False
115;2025-10-22 19:39:12.021;;2025-10-22 19:39:42.021;BUY;24869,75;;24869,75;24860,75;24892,07625;24884,94875;24879,75;24906,385;24874,75;24860,75;stop;-9,0;-180,0;True;2025-10-22 19:37:59.021;False
116;2025-10-22 19:39:42.021;;2025-10-22 19:40:04.021;BUY;24860,0;;24860,0;24851,0;24884,94875;24879,475;24870,0;24892,07625;24865,0;24851,0;stop;-9,0;-180,0;True;2025-10-22 19:39:12.021;False
117;2025-10-22 19:43:19.021;;2025-10-22 19:43:26.021;SELL;24837,25;;24837,25;24832,25;24842,775;24842,05125;24827,25;24860,0;24832,25;24846,25;profit;5,0;100,0;True;2025-10-22 19:41:54.021;False
118;2025-10-22 19:55:03.021;;2025-10-22 19:55:34.021;SELL;24816,25;;24816,25;24825,25;24828,165;24825,41375;24806,25;24830,5625;24811,25;24825,25;stop;-9,0;-180,0;True;2025-10-22 19:54:45.021;False
