trade_id;entry_time;entry_time_2;exit_time;direction;entry_price;entry_price_2;avg_entry_price;exit_price;entry_sma;exit_sma;event_close;event_sma;tp_price;sl_price;exit_reason;pnl;pnl_usd;filter_passed;event_timestamp;has_grid_entry
14;2025-09-16 21:50:00.090;;2025-09-16 21:50:01.090;BUY;24545,0;;24545,0;24550,0;24544,545;24544,61;24555,0;24544,545;24550,0;24536,0;profit;5,0;100,0;True;2025-09-16 21:50:00.090;False
15;2025-09-16 22:02:25.090;;2025-09-16 22:08:19.090;SELL;24534,75;;24534,75;24529,75;24527,58375;24534,6;24524,75;24538,8625;24529,75;24543,75;profit;5,0;100,0;True;2025-09-16 21:59:34.090;False
16;2025-09-16 22:00:55.090;;2025-09-16 22:02:58.090;SELL;24529,0;;24529,0;24538,0;24530,475;24528,655;24519,0;24538,49;24524,0;24538,0;stop;-9,0;-180,0;True;2025-09-16 21:59:37.090;False
17;2025-09-16 22:00:54.090;;2025-09-16 22:02:58.090;SELL;24528,5;;24528,5;24537,5;24530,54125;24528,655;24518,5;24537,4325;24523,5;24537,5;stop;-9,0;-180,0;True;2025-09-16 21:59:45.090;False
18;2025-09-16 22:01:02.090;;2025-09-16 22:17:40.090;SELL;24530,25;;24530,25;24539,25;24530,03375;24536,73875;24520,25;24536,76875;24525,25;24539,25;stop;-9,0;-180,0;True;2025-09-16 21:59:50.090;False
19;2025-09-16 22:01:02.090;;2025-09-16 22:18:57.090;SELL;24531,5;;24531,5;24540,5;24530,03375;24538,47375;24521,5;24536,65;24526,5;24540,5;stop;-9,0;-180,0;True;2025-09-16 21:59:51.090;False
20;2025-09-16 22:01:02.090;;2025-09-16 22:19:32.090;SELL;24532,0;;24532,0;24541,0;24530,03375;24538,94625;24522,0;24536,305;24527,0;24541,0;stop;-9,0;-180,0;True;2025-09-16 21:59:54.090;False
21;2025-09-16 22:02:17.090;;2025-09-16 22:08:24.090;SELL;24534,0;;24534,0;24529,0;24527,605;24534,43375;24524,0;24536,1975;24529,0;24543,0;profit;5,0;100,0;True;2025-09-16 21:59:55.090;False
22;2025-09-16 22:02:17.090;;2025-09-16 22:08:24.090;SELL;24533,75;;24533,75;24528,75;24527,605;24534,43375;24523,75;24536,09;24528,75;24542,75;profit;5,0;100,0;True;2025-09-16 21:59:56.090;False
23;2025-09-16 22:02:25.090;;2025-09-16 22:08:19.090;SELL;24534,75;;24534,75;24529,75;24527,58375;24534,6;24524,75;24535,98625;24529,75;24543,75;profit;5,0;100,0;True;2025-09-16 21:59:57.090;False
24;2025-09-16 22:02:17.090;;2025-09-16 22:08:25.090;SELL;24533,5;;24533,5;24528,5;24527,605;24534,39625;24523,5;24535,87375;24528,5;24542,5;profit;5,0;100,0;True;2025-09-16 21:59:58.090;False
25;2025-09-16 22:01:02.090;;2025-09-16 22:01:14.090;SELL;24533,0;;24533,0;24528,0;24530,03375;24529,51625;24523,0;24535,7575;24528,0;24542,0;profit;5,0;100,0;True;2025-09-16 21:59:59.090;False
26;2025-09-16 22:02:47.090;;2025-09-16 22:08:18.090;SELL;24535,5;;24535,5;24530,5;24528,05625;24534,63;24525,5;24535,65375;24530,5;24544,5;profit;5,0;100,0;True;2025-09-16 22:00:00.090;False
27;2025-09-16 22:02:17.090;;2025-09-16 22:08:25.090;SELL;24533,5;;24533,5;24528,5;24527,605;24534,39625;24523,5;24535,54625;24528,5;24542,5;profit;5,0;100,0;True;2025-09-16 22:00:01.090;False
