timestamp;start_timestamp;end_timeout_bigvolume;end_timeout_mean_reversion;big_volume;total_volume;total_bid;total_ask;bid_ask_ratio;num_levels_moved;close;mean_level_up;mean_level_down;open;high;low;price_change;price_change_pct;num_price_levels;price_range;poc_price;poc_volume;profile_bid_volume;profile_ask_volume;profile_total_volume;profile_bid_ask_ratio;tick_count;sma
2025-10-22 15:30:01.021;2025-10-22 15:30:01.021;2025-10-22 15:40:01.021;2025-10-22 15:33:01.021;True;247;195;52;3,75;16;25269,5;25279,5;25259,5;25265,5;25271,5;25263,0;4,0;0,0158318655874611;34;8,5;25263,5;23,0;197,0;52,0;249,0;3,7884615384615374;225;25265,8775
2025-10-22 15:30:33.021;2025-10-22 15:30:33.021;2025-10-22 15:40:33.021;2025-10-22 15:33:33.021;True;232;114;118;0,9661016949152542;6;25232,25;25242,25;25222,25;25231,25;25233,75;25229,5;1,5;0,0059451264825659;18;4,25;25231,75;40,0;115,0;118,0;233,0;0,9745762711864406;226;25262,3725
2025-10-22 15:33:47.021;2025-10-22 15:33:47.021;2025-10-22 15:43:47.021;2025-10-22 15:36:47.021;True;536;359;177;2,028248587570621;-6;25208,5;25218,5;25198,5;25210,25;25210,25;25201,75;-1,5;-0,0059500198333994;35;8,5;25206,75;49,0;359,0;177,0;536,0;2,028248587570621;466;25220,2
2025-10-22 15:34:18.021;2025-10-22 15:34:18.021;2025-10-22 15:44:18.021;2025-10-22 15:37:18.021;True;255;149;106;1,4056603773584906;-14;25184,75;25194,75;25174,75;25188,0;25188,0;25182,5;-3,5;-0,0138953678798646;23;5,5;25184,0;97,0;149,0;106,0;255,0;1,4056603773584906;139;25215,3775
2025-10-22 15:39:46.021;2025-10-22 15:39:46.021;2025-10-22 15:49:46.021;2025-10-22 15:42:46.021;True;209;103;106;0,9716981132075472;23;25214,0;25224,0;25204,0;25208,0;25216,25;25208,0;5,75;0,0228099927603066;32;8,25;25215,75;36,0;103,0;106,0;209,0;0,9716981132075472;156;25195,79875
2025-10-22 15:39:49.021;2025-10-22 15:39:49.021;2025-10-22 15:49:49.021;2025-10-22 15:42:49.021;True;276;116;160;0,725;19;25220,0;25230,0;25210,0;25215,25;25223,0;25214,75;4,75;0,0188378064861542;33;8,25;25220,75;72,0;120,0;162,0;282,0;0,7407407407407407;211;25196,19625
2025-10-22 15:54:14.021;2025-10-22 15:54:14.021;2025-10-22 16:04:14.021;2025-10-22 15:57:14.021;True;204;120;84;1,4285714285714286;16;25286,75;25296,75;25276,75;25282,75;25287,75;25282,75;4,0;0,0158210637687751;20;5,0;25285,0;29,0;120,0;84,0;204,0;1,4285714285714286;167;25270,36625
2025-10-22 15:54:16.021;2025-10-22 15:54:16.021;2025-10-22 16:04:16.021;2025-10-22 15:57:16.021;True;224;176;48;3,6666666666666665;4;25288,0;25298,0;25278,0;25287,0;25289,25;25286,25;1,0;0,0039546011784711;13;3,0;25287,75;88,0;176,0;48,0;224,0;3,6666666666666665;139;25270,6225
2025-10-22 16:05:01.021;2025-10-22 16:05:01.021;2025-10-22 16:15:01.021;2025-10-22 16:08:01.021;True;253;71;182;0,3901098901098901;-23;25244,5;25254,5;25234,5;25250,75;25250,75;25242,5;-5,75;-0,0227720517618637;32;8,25;25244,25;26,0;71,0;182,0;253,0;0,3901098901098901;233;25261,24625
2025-10-22 16:10:24.021;2025-10-22 16:10:24.021;2025-10-22 16:20:24.021;2025-10-22 16:13:24.021;True;217;127;90;1,4111111111111112;-11;25247,75;25257,75;25237,75;25250,25;25250,5;25247,0;-2,75;-0,0108908734480505;15;3,5;25247,5;110,0;127,0;90,0;217,0;1,4111111111111112;117;25260,05625
2025-10-22 16:10:48.021;2025-10-22 16:10:48.021;2025-10-22 16:20:48.021;2025-10-22 16:13:48.021;True;219;148;71;2,084507042253521;-8;25243,25;25253,25;25233,25;25246,0;25246,0;25240,0;-2,0;-0,0079222824095621;24;6,0;25242,25;31,0;148,0;72,0;220,0;2,055555555555556;188;25258,83375
2025-10-22 16:12:05.021;2025-10-22 16:12:05.021;2025-10-22 16:22:05.021;2025-10-22 16:15:05.021;True;211;55;156;0,3525641025641026;-14;25230,5;25240,5;25220,5;25234,25;25234,5;25229,0;-3,5;-0,0138701751604977;22;5,5;25230,0;31,0;55,0;156,0;211,0;0,3525641025641026;177;25251,44875
2025-10-22 16:15:02.021;2025-10-22 16:15:02.021;2025-10-22 16:25:02.021;2025-10-22 16:18:02.021;True;225;37;188;0,1968085106382978;-15;25205,5;25215,5;25195,5;25209,25;25209,25;25204,25;-3,75;-0,0148754921308646;21;5,0;25205,75;41,0;37,0;190,0;227,0;0,1947368421052631;209;25229,6675
2025-10-22 16:15:04.021;2025-10-22 16:15:04.021;2025-10-22 16:25:04.021;2025-10-22 16:18:04.021;True;286;8;278;0,0287769784172661;-44;25193,75;25203,75;25183,75;25205,0;25205,0;25193,25;-11,0;-0,0436425673732133;47;11,75;25198,5;20,0;8,0;279,0;287,0;0,028673835125448;271;25229,23875
2025-10-22 16:27:05.021;2025-10-22 16:27:05.021;2025-10-22 16:37:05.021;2025-10-22 16:30:05.021;True;761;149;612;0,2434640522875817;-55;25162,0;25172,0;25152,0;25175,25;25175,25;25157,5;-13,75;-0,0546160491743046;73;18,25;25168,5;59,0;149,0;613,0;762,0;0,2430668841761827;663;25193,21375
2025-10-22 16:27:06.021;2025-10-22 16:27:06.021;2025-10-22 16:37:06.021;2025-10-22 16:30:06.021;True;373;15;358;0,0418994413407821;-33;25153,75;25163,75;25143,75;25161,5;25161,5;25153,5;-8,25;-0,0327875367617836;33;8,0;25155,0;35,0;15,0;358,0;373,0;0,0418994413407821;345;25193,0175
2025-10-22 16:27:07.021;2025-10-22 16:27:07.021;2025-10-22 16:37:07.021;2025-10-22 16:30:07.021;True;268;14;254;0,0551181102362204;-11;25151,0;25161,0;25141,0;25153,75;25154,75;25150,25;-2,75;-0,0109327635044476;18;4,5;25153,0;33,0;14,0;254,0;268,0;0,0551181102362204;248;25192,8
2025-10-22 16:27:52.021;2025-10-22 16:27:52.021;2025-10-22 16:37:52.021;2025-10-22 16:30:52.021;True;278;145;133;1,0902255639097744;2;25153,5;25163,5;25143,5;25153,75;25155,0;25152,75;0,5;0,0019878344531467;10;2,25;25152,75;145,0;145,0;133,0;278,0;1,0902255639097744;154;25184,17625
2025-10-22 16:27:53.021;2025-10-22 16:27:53.021;2025-10-22 16:37:53.021;2025-10-22 16:30:53.021;True;241;1;240;0,0041666666666666;-15;25149,75;25159,75;25139,75;25153,5;25153,5;25149,5;-3,75;-0,0149084620430556;16;4,0;25152,75;99,0;1,0;247,0;248,0;0,0040485829959514;149;25183,9625
2025-10-22 16:28:12.021;2025-10-22 16:28:12.021;2025-10-22 16:38:12.021;2025-10-22 16:31:12.021;True;335;124;211;0,5876777251184834;-22;25140,5;25150,5;25130,5;25145,75;25145,75;25136,0;-5,5;-0,0218722659667541;39;9,75;25144,0;39,0;124,0;211,0;335,0;0,5876777251184834;269;25179,5775
2025-10-22 16:29:19.021;2025-10-22 16:29:19.021;2025-10-22 16:39:19.021;2025-10-22 16:32:19.021;True;423;83;340;0,2441176470588235;-26;25118,0;25128,0;25108,0;25124,5;25125,0;25114,25;-6,5;-0,0258711616151565;44;10,75;25118,5;44,0;83,0;341,0;424,0;0,2434017595307918;344;25158,8825
2025-10-22 16:30:01.021;2025-10-22 16:30:01.021;2025-10-22 16:40:01.021;2025-10-22 16:33:01.021;True;370;32;338;0,0946745562130177;-33;25117,0;25127,0;25107,0;25125,0;25129,25;25117,0;-8,25;-0,0328354941741873;45;12,25;25128,0;26,0;32,0;338,0;370,0;0,0946745562130177;341;25144,94
2025-10-22 16:30:57.021;2025-10-22 16:30:57.021;2025-10-22 16:40:57.021;2025-10-22 16:33:57.021;True;573;209;364;0,5741758241758241;-41;25108,5;25118,5;25098,5;25118,75;25118,75;25102,25;-10,25;-0,0408061706892261;64;16,5;25107,0;42,0;209,0;364,0;573,0;0,5741758241758241;484;25134,70125
2025-10-22 16:31:08.021;2025-10-22 16:31:08.021;2025-10-22 16:41:08.021;2025-10-22 16:34:08.021;True;382;265;117;2,264957264957265;-12;25100,75;25110,75;25090,75;25104,25;25104,5;25097,5;-3,0;-0,0119504058158641;28;7,0;25100,0;161,0;265,0;117,0;382,0;2,264957264957265;250;25132,41625
2025-10-22 16:33:10.021;2025-10-22 16:33:10.021;2025-10-22 16:43:10.021;2025-10-22 16:36:10.021;True;213;191;22;8,681818181818182;31;25115,25;25125,25;25105,25;25108,5;25116,5;25108,25;7,75;0,0308672707358359;35;9,0;25111,0;18,0;192,0;22,0;214,0;8,727272727272727;198;25110,47375
2025-10-22 16:45:20.021;2025-10-22 16:45:20.021;2025-10-22 16:55:20.021;2025-10-22 16:48:20.021;True;233;187;46;4,065217391304348;5;25080,75;25090,75;25070,75;25079,25;25081,75;25079,0;1,25;0,0049841504017225;12;2,75;25080,0;77,0;187,0;46,0;233,0;4,065217391304348;151;25081,59875
2025-10-22 16:45:30.021;2025-10-22 16:45:30.021;2025-10-22 16:55:30.021;2025-10-22 16:48:30.021;True;215;148;67;2,208955223880597;25;25089,25;25099,25;25079,25;25083,25;25091,0;25082,5;6,25;0,024917274648168;34;8,5;25088,5;23,0;148,0;67,0;215,0;2,208955223880597;202;25080,90625
2025-10-22 16:46:07.021;2025-10-22 16:46:07.021;2025-10-22 16:56:07.021;2025-10-22 16:49:07.021;True;239;12;227;0,052863436123348;-19;25063,75;25073,75;25053,75;25069,0;25071,0;25062,25;-4,75;-0,0189480822546223;36;8,75;25063,25;20,0;12,0;227,0;239,0;0,052863436123348;225;25079,565
2025-10-22 16:50:05.021;2025-10-22 16:50:05.021;2025-10-22 17:00:05.021;2025-10-22 16:53:05.021;True;253;74;179;0,4134078212290503;18;25118,25;25128,25;25108,25;25113,5;25120,0;25113,5;4,5;0,0179184709571449;30;7,25;25120,0;34,0;85,0;180,0;265,0;0,4722222222222222;210;25079,44625
